,tweets,actual,predicted
11732,@USAirways tooooo many Cancelled Flightations! My chain of command hates me now,negative,negative
11733,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain,negative,negative
11734,@USAirways I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight,negative,negative
11735,@USAirways that's why u guys are my #1 choice.,positive,negative
11736,@USAirways thanks. 😒,positive,positive
11737,@usairways I’m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,negative,negative
11738,"@usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!",negative,positive
11739,@USAirways how about a drink voucher for the next flight?? #winkwink,positive,neutral
11740,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,positive,negative
11741,"@USAirways The airline is embarrassing itself. I get that bad weather isn't your fault, but your response to it couldn't have been worse.",negative,negative
11742,@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(,negative,negative
11743,"@usairways Yes. Works in Firefox. 

Can do everything but finish purchase. Button turns gray, never submits. For a couple weeks now.",negative,positive
11744,@USAirways 2.5 hours Late Flightr and the flight has been Cancelled Flightled. You gotta work on your internal communication skills.,negative,negative
11745,"@USAirways had a horrible experience flying from Montego Bay to Philadelphia on 2/11. $125 2check a golf bag, constant selling in-flight",negative,positive
11746,"@usairways told no gates open at #ORD, needed to wait 20mins. Still waiting after about 4 mins.",negative,negative
11747,@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?,negative,negative
11748,@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,negative,negative
11749,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",positive,negative
11750,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,negative,neutral
11751,@USAirways thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know,positive,negative
11752,@usairways Thx for responding :) When bags came there was mad rush towards end of jetway—why not just put thru baggage claim?,negative,positive
11753,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,negative,negative
11754,@USAirways  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours,negative,positive
11755,"@USAirways If you believe in keeping your customers happy, especially after a mistake was made on your part...",negative,negative
11756,"@USAirways Would love to combine AA and USAir accts. Unfortunately, one has my middle name &amp; one has middle initial. Won't allow change",neutral,negative
11757,@USAirways I had a rep 10 min in who said she couldn't help so transferred me to dividend miles customer service,negative,positive
11758,@USAirways right on. Up. Up &amp; away ✈️🌞,positive,positive
11759,@USAirways your customer service stinks. Trying to book a flight for hours now and keep getting hung up on. #usairwayssucks,negative,negative
11760,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034,neutral,negative
11761,@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,negative,negative
11762,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup,negative,neutral
11763,"@usairways you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this.",negative,neutral
11764,"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm",negative,negative
11765,@USAirways on hold for 2 hours. You know what just keep my money,negative,negative
11766,@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July,negative,negative
11767,@USAirways flight 1808 is not leaving at 2:45 because we haven't even begun to board yet. Please update your website ASAP,negative,negative
11768,@USAirways @Jack_Kairys (2/2) and another sent him to the wrong line...oh and the kiosks weren't working! #thanks,negative,negative
11769,@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2),negative,positive
11770,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,negative,negative
11771,@USAirways done,neutral,negative
11772,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?,negative,negative
11773,"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?",negative,neutral
11774,@USAirways Thks 4 tip. Seems like a workaround rather than a customer-friendly solution. They should have an easily accessible email.,negative,neutral
11775,@USAirways unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles,neutral,negative
11776,@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?,neutral,positive
11777,@USAirways Thank you so much its been a very stressful day,positive,negative
11778,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed",negative,negative
11779,"@usairways If I could/wanted to call I wouldn't use the internet to make a reservation.

Site won't work on Chrome, on several computers.",negative,negative
11780,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt",neutral,negative
11781,@USAirways Waiting for my luggage on flight 1923. Is there a delay?,negative,positive
11782,@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx,negative,negative
11783,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.,negative,negative
11784,@USAirways Absolutely!! The staff was amazing!!,positive,negative
11785,@USAirways you are horrendous.  Pull your shit together,negative,negative
11786,@USAirways Haha - that will indeed be a great day!,positive,negative
11787,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",negative,negative
11788,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,negative,neutral
11789,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,negative,neutral
11790,@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,neutral,negative
11791,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?,positive,negative
11792,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,negative,neutral
11793,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",negative,negative
11794,@USAirways then why did my whole team be able to put there carry ons under the plane,negative,negative
11795,@USAirways customer service at its finest,positive,negative
11796,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,negative,neutral
11797,@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough,neutral,negative
11798,@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,negative,neutral
11799,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),positive,negative
11800,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,negative,negative
11801,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.,negative,positive
11802,@USAirways No I missed the funeral so I had to take a train back to Newark,negative,neutral
11803,@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,neutral,negative
11804,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,negative,neutral
11805,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,positive,negative
11806,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,negative,negative
11807,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems,negative,neutral
11808,"@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault....",negative,negative
11809,@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before,negative,negative
11810,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,neutral,negative
11811,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,negative,positive
11812,@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.,negative,negative
11813,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",negative,negative
11814,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,negative,negative
11815,"@USAirways I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!",neutral,negative
11816,@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?,neutral,negative
11817,@USAirways I booked a flight yesterday but didnt receive an email confirmation and I my dividends number isn't registering. Please help.,negative,negative
11818,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc,positive,negative
11819,"@USAirways &amp; there are seats together, they just have fees. Seems if I'm taking a 5am flight the least you can do is wave the $10.",negative,negative
11820,@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,neutral,negative
11821,@USAirways I need someone from management to contact me I was flying to a funeral won't make it now to add to my pain they want me 2 pay,negative,positive
11822,@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay,negative,negative
11823,@USAirways How can I change without penalty and not have to call customer service,neutral,neutral
11824,@USAirways when I call it says y'all are too busy and to call back Late Flightr.  this is terrible customer service.  what will you do about it?,negative,negative
11825,"@USAirways They charged me for a flight they Cancelled Flightled, unbelievable and unheard of",negative,negative
11826,@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news,negative,negative
11827,@USAirways I can't believe that you would refer me to a number no one seems to be getting through. Really? I need help ASAP!,negative,negative
11828,@USAirways hundreds of people in line and less than half the desks being manned at CLT. Help?,negative,neutral
11829,@USAirways Why is there no contact email for customer complaints?,negative,positive
11830,"@USAirways Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral.",negative,positive
11831,"@USAirways Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled.",negative,negative
11832,@USAirways still crickets from customer service.,negative,negative
11833,@USAirways flight #3900 fro ORF to PHL.,neutral,negative
11834,"@USAirways 
That is not an excuse to have such a poor website Flight Booking Problems options! My yearly vacation is about to fall through, ubetter do smth!",negative,neutral
11835,@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?,negative,positive
11836,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,negative,negative
11837,@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is,negative,negative
11838,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,negative,negative
11839,@USAirways will do. Hoping for a voucher for a future flight #Optimistic,positive,neutral
11840,@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!,negative,negative
11841,@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday,negative,negative
11842,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,negative,neutral
11843,@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify,negative,negative
11844,@USAirways No kidding. Oy.,negative,neutral
11845,@USAirways thanks,positive,positive
11846,@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!,negative,negative
11847,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?,negative,negative
11848,@USAirways and it still says it's on time on your website btw,negative,negative
11849,@USAirways your customer service is horrible,negative,negative
11850,@USAirways I expect something more than telling me to see an agent to rebook my flight...,negative,negative
11851,@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.,negative,negative
11852,@USAirways I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh,negative,neutral
11853,@USAirways no we haven't because we've been in the same line at the service desk for an 1hr and 1/2 now in the same spot.,negative,neutral
11854,"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",neutral,neutral
11855,@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1),negative,positive
11856,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,positive,neutral
11857,@USAirways  thanks I hope I get to my destination,positive,negative
11858,@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right,negative,neutral
11859,@USAirways How soon is possible? I boarded the plane the 1st time at 6:30 am and it is now after 11:30 am and I'm still where I started.,negative,negative
11860,@USAirways your chairmans phone is down. what other number can i use?,negative,negative
11861,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...,negative,negative
11862,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday",positive,neutral
11863,@USAirways it takes a month?,negative,negative
11864,"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",negative,negative
11865,@USAirways it was supposed to be a carry on and in Pittsburgh  coming to Boston it was a carry on,negative,positive
11866,@USAirways You need to contact me ASAP. #Furious,neutral,neutral
11867,@USAirways can't even get on hold to wait to speak to someone-awesome,negative,negative
11868,"@USAirways Almost 4 hours and coin now. Understand higher call volume, but this is unacceptable.",negative,positive
11869,. @USAirways It's been Cancelled Flighted. Your SM response is slow.,negative,positive
11870,"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",negative,positive
11871,@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights,negative,negative
11872,@USAirways your service has been awful in Boston and I had to pay 25 extra dollars than I was supposed too I am very dissatisfied #mad,negative,neutral
11873,"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?",negative,negative
11874,@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.,negative,negative
11875,.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.,negative,neutral
11876,@USAirways reservations had me on hold for 2 hours only to hang up...smh 😕,negative,negative
11877,@USAirways @AmericanAir How r u supposed to change flights when u can't get thru to reservations? #OneHourOnHold,negative,negative
11878,@USAirways how's us 1797 looking today?,neutral,negative
11879,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,negative,negative
11880,@AmericanAir we've already made other arrangements ourselves.,neutral,positive
11881,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,negative,negative
11882,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?,negative,neutral
11883,"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",negative,negative
11884,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible.",negative,negative
11885,"@AmericanAir sorry so Late Flight, responded to your DM.",negative,negative
11886,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",positive,negative
11887,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",negative,negative
11888,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,negative,neutral
11889,@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,neutral,negative
11890,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",negative,positive
11891,"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx",neutral,negative
11892,@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,negative,negative
11893,@AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?,negative,positive
11894,"@AmericanAir DM the locator code, thanks.",neutral,negative
11895,@AmericanAir thank you!,positive,positive
11896,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest",negative,negative
11897,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX,negative,positive
11898,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",neutral,negative
11899,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,neutral,negative
11900,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,negative,negative
11901,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,negative,negative
11902,.@AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.,neutral,negative
11903,@AmericanAir thanks,positive,negative
11904,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,negative,negative
11905,@AmericanAir I did,neutral,positive
11906,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,negative,negative
11907,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,negative,negative
11908,"@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.",negative,negative
11909,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,positive,positive
11910,"@AmericanAir Thank you, you too!",neutral,negative
11911,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,neutral,positive
11912,"@AmericanAir Great, thanks. Followed.",positive,neutral
11913,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!,positive,negative
11914,@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,negative,neutral
11915,@AmericanAir got another flight. Thanks you,positive,negative
11916,@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,neutral,positive
11917,"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?",negative,negative
11918,"@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.",negative,negative
11919,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,positive,positive
11920,@AmericanAir still waiting for a flight... I should get my money back,negative,negative
11921,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.,negative,negative
11922,"“@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA",negative,negative
11923,"@AmericanAir Hi, can you please ticket my award ticket? The status is ""On Request"" now. Thanks.",neutral,negative
11924,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.,positive,neutral
11925,@AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.,negative,positive
11926,"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!",negative,negative
11927,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,negative,positive
11928,"@AmericanAir yes yes yes,so glad to be headed home!",positive,positive
11929,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,negative,neutral
11930,@AmericanAir thanks!!,positive,negative
11931,@AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx,positive,negative
11932,@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped,negative,negative
11933,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...,negative,negative
11934,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?,neutral,neutral
11935,@AmericanAir narrowly made standby...lots of snags this trip!,negative,negative
11936,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),neutral,neutral
11937,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",negative,negative
11938,@AmericanAir thanks so much!,positive,negative
11939,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same",positive,neutral
11940,@AmericanAir I need a flight out tonight. Isn't there anything else?,negative,negative
11941,@AmericanAir thank you for the confirmation.,positive,neutral
11942,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback",negative,negative
11943,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement,neutral,neutral
11944,@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.,negative,negative
11945,@AmericanAir “Inconvenient” is such a convenient word.,negative,neutral
11946,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",negative,negative
11947,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",negative,negative
11948,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",negative,negative
11949,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,negative,negative
11950,@AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW,neutral,negative
11951,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm,negative,neutral
11952,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.,positive,neutral
11953,@AmericanAir what's the status of flight 1357 out of sju?,neutral,negative
11954,"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.",neutral,negative
11955,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican",negative,negative
11956,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,negative,neutral
11957,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,negative,negative
11958,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,negative,neutral
11959,@americanair Yes to the iOS. I'm running iOS 8.1.3,neutral,neutral
11960,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,negative,negative
11961,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",positive,negative
11962,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP,neutral,negative
11963,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",negative,negative
11964,@AmericanAir don't worry you won't steal my money again,negative,positive
11965,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,negative,negative
11966,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,negative,negative
11967,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.",negative,positive
11968,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.",negative,negative
11969,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄,neutral,positive
11970,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,negative,negative
11971,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,negative,positive
11972,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",negative,negative
11973,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",positive,negative
11974,@AmericanAir These birds could fly to South America for example #Argentina,neutral,negative
11975,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?,negative,neutral
11976,"@AmericanAir great, thanks!",positive,negative
11977,@AmericanAir awesome. Thanks!,positive,neutral
11978,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,negative,negative
11979,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,negative,negative
11980,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice",negative,negative
11981,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.",negative,neutral
11982,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.,negative,neutral
11983,"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?",negative,positive
11984,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",negative,negative
